date,ChicagoFCI_model,GSFCI_model,NA_model,MXmUS,SAmUS,CHIFCI,GSFCI,MXUSmSAUS,USDMXN_ret,USDZAR_ret,USDMXNMA_deviation,USDZARMA_deviation
2005/4/1,0,0,1,0.04978104,0.038687253,0.004613,-0.04,1.941,-0.010257049,0.006126357,0.1746,0.317125
2005/4/8,1,0,0,0.006908605,0.004340551,0.0083866,0.01,1.965,-0.004550991,-0.016372897,0.034975,0.258625
2005/4/15,0,0,1,0.046505535,-0.032835965,0.0114216,0.15,2.385,-0.002806969,0.020031263,-0.033225,0.059925
2005/4/22,0,0,1,-0.006697127,-0.069349443,0.0106283,-0.1,2.62,-0.006123071,-0.038099382,-0.0659,0.1166
2005/4/29,0,0,1,0.009845621,0.036614807,0.0199621,-0.01,2.546,-0.002701952,0.005391738,-0.106525,-0.16915
2005/5/6,1,0,0,-0.019982841,-0.068340018,0.0150831,-0.01,2.682,-0.010217028,-0.010239899,-0.070825,-0.093975
2005/5/13,1,0,0,-0.021806953,0.068047995,0.0143196,0.11,2.3,0.004505815,0.048313726,-0.139,-0.111925
2005/5/20,0,1,0,-0.069661861,-0.011208197,0.0111746,-0.14,1.915,-0.006645239,0.030411191,-0.0295,0.221075
2005/5/27,0,0,1,0.024277194,0.000736396,0.0073154,-0.09,2.051,-0.008644174,0.004125355,-0.062325,0.407925
2005/6/3,0,1,0,0.010518946,-0.003521589,0.0004687,-0.22,2.126,-0.003716629,0.039948272,-0.115275,0.3191
2005/6/10,1,0,0,-0.05213174,-0.051032518,-0.0023141,0.06,2.011,-0.00029033,-0.01595504,-0.09805,0.472225
2005/6/17,1,0,0,0.013032161,0.012534045,-0.0055627,-0.1,2.039,-0.005432551,-0.018724079,-0.062375,0.16775
2005/6/24,1,0,0,-0.005701916,0.020201466,-0.0085757,0.07,1.933,-0.006365949,0.011829121,-0.068375,-0.052125
2005/7/1,0,0,1,-0.043009611,-0.037127714,-0.0081686,0.09,1.828,-0.004380714,0.021506523,-0.088375,0.010975
2005/7/8,1,0,0,-0.001775509,0.009611892,-0.0086075,-0.03,1.784,-0.000428761,0.001663336,-0.093025,0.127925
2005/7/15,1,0,0,-0.032683008,-0.035812138,-0.0062413,-0.08,1.737,-0.013267698,-0.03480107,-0.054125,0.141875
2005/7/22,1,0,0,0.024612615,-0.030282155,-0.0083384,-0.02,1.971,0.002113335,-0.002278163,-0.151375,-0.120375
2005/7/29,1,0,0,-0.031237148,-0.054197253,0.0002156,0,1.987,-0.006250889,-0.00757522,-0.06385,-0.13605
2005/8/5,1,0,0,0.02332941,-0.065126905,-0.0009368,0.05,2.316,9.44E-06,-0.018649989,-0.087625,-0.16245
2005/8/12,1,0,0,-0.045538543,0.065111141,0.0029145,-0.1,1.88,0.002001051,-0.017996849,-0.039725,-0.212325
2005/8/19,0,0,1,-0.006381255,0.02284942,0.0037921,0.11,1.775,0.010388551,0.029327433,0.028,-0.2229
2005/8/26,0,0,1,-0.06304927,0.007343904,0.0063097,0.03,1.434,0.005833188,-0.011505415,0.145,0.041275
2005/9/2,1,0,0,0.061647179,0.06970076,0.0050736,-0.14,1.496,-0.017726574,-0.035657174,0.193725,-0.009225
2005/9/9,1,0,0,-0.05275046,0.012290407,0.0055943,-0.03,1.189,9.37E-05,0.008992222,-0.0465,-0.205825
2005/9/16,1,0,0,0.025385638,0.016986394,0.0043106,0.14,1.249,0.013673313,0.008592269,-0.048,-0.09275
2005/9/23,0,0,1,-0.083738064,-0.029333555,0.0017394,0.12,0.948,-0.001351729,0.000345082,0.10225,-0.024725
2005/9/30,1,0,0,-0.055072659,-0.031732443,0.0021275,-0.02,0.814,-0.009180793,-0.002165318,0.081725,0.0245
2005/10/7,0,0,1,0.021844026,0.020011199,-0.0006512,0.15,0.838,0.002144738,0.023995133,-0.0022,0.03885
2005/10/14,0,0,1,0.008443824,-0.011470673,-0.0014394,0.15,0.914,0.007774743,0.004172755,0.01105,0.168775
2005/10/21,0,1,0,-0.019814084,0.06024026,-0.0054762,0.03,0.622,-0.002762845,0.007366096,0.080875,0.1467
2005/10/28,1,0,0,-0.040782228,-0.068726912,-0.0012993,-0.02,0.698,-0.005727081,0.012936752,0.052125,0.15275
2005/11/4,0,0,1,-0.020166335,-0.050383352,-0.0041763,0.01,0.786,-0.007525125,-0.001672416,-0.005275,0.18465
2005/11/11,1,0,0,-0.0270162,-0.005268244,-0.0020913,-0.07,0.695,-0.008062132,0.008048184,-0.09235,0.09405
2005/11/18,1,0,0,-0.023777663,-0.002005641,-0.0029351,-0.06,0.609,-0.002376907,-0.012907059,-0.158225,0.1104
2005/11/25,1,0,0,0.000632644,0.061985807,8.77E-05,-0.1,0.414,-0.00606272,-0.023865743,-0.1198,-0.020725
2005/12/2,1,0,0,-0.030742887,-0.05313424,0.0004359,0.03,0.477,-0.01401545,-0.02594641,-0.120925,-0.1888
2005/12/9,1,0,0,-0.06017449,0.004871499,0.0008486,0.04,0.24,0.015449287,0.003676532,-0.2049,-0.30555
2005/12/16,0,1,0,-0.01538506,0.012368315,0.0006613,-0.09,0.147,0.008558219,0.006374822,0.037925,-0.19325
2005/12/23,1,0,0,-0.005198696,0.011756761,-0.0013048,-0.01,0.091,-0.006141406,-0.012847807,0.147125,-0.056275
2005/12/30,1,0,0,-0.00342486,-0.014745146,-4.45E-05,0.08,0.128,-0.005812707,-0.003046401,0.07145,-0.07315
2006/1/6,1,0,0,-0.010902412,0.015150582,-0.0005083,-0.21,0.042,-0.007631301,-0.041982709,-0.00135,-0.046525
2006/1/13,1,0,0,-0.022045169,-0.178547594,-0.0010242,-0.02,0.557,-0.000805065,-0.006029837,-0.114975,-0.297775
2006/1/20,1,0,0,-0.063124043,0.008825702,-0.0051251,0.11,0.327,-0.00233661,-0.006230032,-0.095425,-0.2542
2006/1/27,0,0,1,-0.049527608,-0.007869981,-0.0003283,-0.02,0.197,-0.010356712,0.022775226,-0.0666,-0.192325
2006/2/3,0,0,1,-0.002270069,-0.026416765,-0.0040022,0.08,0.262,0.003679584,-0.00882676,-0.1322,0.03435
2006/2/10,1,0,0,-0.036541644,-0.076928907,-0.0032575,0.04,0.359,0.001038714,0.006607593,-0.040025,0.02955
2006/2/17,0,0,1,-0.04622871,-0.059610805,-0.0043498,-0.1,0.375,-0.007279777,-0.01944652,-0.0043,0.067425
2006/2/24,0,1,0,-0.015643758,-0.004671265,-0.0035199,-0.01,0.344,0.003883091,0.013376306,-0.060425,-0.07245
2006/3/3,0,1,0,-0.025648843,0.008202114,-0.0052628,0.04,0.258,0.009490399,0.010944022,0.01355,0.0071
2006/3/10,1,0,0,0.073496049,0.035195336,-0.0050588,0.15,0.365,0.008876827,0.010915873,0.109575,0.0871
2006/3/17,0,0,1,-0.034468938,-0.014120614,-0.0058052,-0.18,0.304,-0.001048385,-0.005939022,0.186225,0.137475
2006/3/24,1,0,0,0.026491566,0.008610768,-0.0084193,0.08,0.354,0.01682264,0.006943303,0.135525,0.075825
2006/3/31,0,0,1,-0.036101614,-0.0009298,-0.0071334,0.13,0.258,-0.000322,-0.014073979,0.2609,0.0742
2006/4/7,1,0,0,0.060986308,-0.033038623,-0.0072255,0.05,0.496,0.024122731,-0.007736479,0.166225,-0.04885
2006/4/14,1,0,0,-0.057336976,-0.039154782,-0.0062051,0.08,0.426,-0.004915252,-0.001893662,0.36635,-0.09365
2006/4/21,0,0,1,-0.083361934,0.005645859,-0.0067176,-0.16,0.195,-0.004642433,-0.024470098,0.203775,-0.0734
2006/4/28,0,1,0,-0.036194201,0.0090551,0.0009273,-0.06,0.088,0.000298541,0.004223818,0.05495,-0.195675
2006/5/5,1,0,0,-0.048948936,-0.00735855,0.0008335,-0.09,-0.009,-0.009517361,0.009397833,0.01895,-0.096925
2006/5/12,1,0,0,0.039849317,0.034715002,0.005248,0.17,0.002,0.012062752,0.036464228,-0.127475,0.00495
2006/5/19,1,0,0,0.020164986,0.070857542,0.0078732,0.1,-0.114,0.008173957,0.029119679,0.05615,0.249325
2006/5/26,1,0,0,-0.018696787,-0.019459063,0.01157,-0.02,-0.11,-0.007171677,0.006889791,0.1513,0.395575
2006/6/2,1,0,0,0.017614231,0.028873357,0.0110933,-0.06,-0.139,0.016970658,0.021415912,0.0397,0.317375
2006/6/9,1,0,0,-0.05017138,0.1374444,0.0110559,0.19,-0.596,0.006643079,0.013341274,0.220275,0.33055
2006/6/16,0,0,1,-0.025666471,-0.035159444,0.0103729,0.11,-0.554,0.003974101,0.017513326,0.2122,0.271225
2006/6/23,0,0,1,-0.1,0.178334562,0.0073019,0.12,-1.254,-0.003629016,0.0750763,0.189025,0.27565
2006/6/30,0,1,0,0.034567901,0.063852408,0.0060763,-0.18,-1.391,-0.005825513,-0.035092282,0.090425,0.714475
2006/7/7,1,0,0,-0.067372713,-0.030421492,0.001655,-0.02,-1.423,-0.030493462,-0.005114815,-0.0439,0.236975
2006/7/14,1,0,0,0.038812177,0.019037803,-0.0008796,0.15,-1.413,-0.003098329,0.008825863,-0.390475,0.0778
2006/7/21,1,0,0,0.011290736,-0.039863156,-0.004206,-0.02,-1.257,-3.88E-05,-0.023430401,-0.324225,0.050125
2006/7/28,0,0,1,0.049429079,0.101130906,-0.0039497,-0.18,-1.486,-0.011616155,-0.024679835,-0.203975,-0.19375
2006/8/4,1,0,0,0.0170221,-0.019359014,-0.0069501,-0.05,-1.382,0.003510868,-0.008149481,-0.22015,-0.2662
2006/8/11,0,0,1,-0.041415054,0.01890907,-0.0062518,0.1,-1.535,-0.008924383,-0.004495248,-0.056075,-0.24395
2006/8/18,0,0,1,0.062748016,0.040411152,-0.005601,-0.19,-1.552,0.000253137,0.033117335,-0.122125,-0.19195
2006/8/25,1,0,0,0.010688448,0.050859386,-0.004291,0.02,-1.717,0.014284779,0.021609146,-0.073,0.14305
2006/9/1,0,0,1,0.027569964,0.052467546,-0.0012435,-0.1,-1.861,-0.009043228,0.002752219,0.128375,0.304425
2006/9/8,0,0,1,-0.02422363,0.005163848,0.0005158,0.12,-1.936,0.011056413,0.024396468,0.004625,0.2503
2006/9/15,1,0,0,-0.025239499,-0.029898714,0.0014875,-0.07,-1.868,-0.006322604,-0.002357693,0.134625,0.33535
2006/9/22,0,0,1,0.086845587,0.03056922,0.0010569,-0.07,-1.806,0.009179903,0.038046621,0.02005,0.1731
2006/9/29,1,0,0,0.26732458,0.009960547,0.0016539,-0.04,-1.232,-0.005466264,0.014878972,0.093725,0.3761
2006/10/6,1,0,0,-0.062570752,0.019194136,-0.0009624,0.01,-1.494,0.007188755,0.00470384,0.02035,0.374725
2006/10/13,0,0,1,-0.009404618,-0.079423664,-0.0045712,0.01,-1.184,-0.020137625,-0.045024102,0.0774,0.27185
2006/10/20,1,0,0,-0.031510898,0.041043434,-0.0049413,-0.06,-1.429,-0.001441445,0.007069143,-0.156175,-0.1772
2006/10/27,1,0,0,0.015943853,-0.011899178,-0.0096794,-0.12,-1.339,-0.010836842,-0.017831221,-0.146925,-0.1472
2006/11/3,0,0,1,-0.059508166,-0.029356652,-0.0081468,0.06,-1.38,0.005508308,-0.00381097,-0.20965,-0.245275
2006/11/10,0,0,1,-0.006307385,-0.006126126,-0.0060472,-0.11,-1.372,0.012360844,-0.023134921,-0.082275,-0.176775
2006/11/17,0,0,1,0.012815362,0.023282917,-0.0037358,-0.04,-1.43,0.001469473,0.006786607,0.12455,-0.232775
2006/11/24,0,0,1,-0.026139384,-0.006555137,-0.0002798,-0.07,-1.47,0.006211653,-0.016568459,0.124675,-0.114275
2006/12/1,0,0,1,0.080645161,0.113370019,0.0025317,-0.03,-1.717,0.00042924,0.009986957,0.1701,-0.163275
2006/12/8,0,0,1,-0.129805518,-0.025719647,0.0055471,0.01,-1.949,-0.017570752,-0.021838953,0.1064,-0.0242
2006/12/15,1,0,0,0.059857935,-0.022734746,0.0050646,0.01,-1.714,-0.005757349,-0.01256396,-0.141225,-0.13845
2006/12/22,0,0,1,-0.001021659,-0.019105984,0.0043532,0.09,-1.637,0.007898749,0.006630079,-0.178075,-0.187275
2006/12/29,0,1,0,-0.030067498,-0.021928213,-0.0001091,0,-1.621,-0.006226207,-0.008080737,-0.04775,-0.066775
2007/1/5,1,0,0,0.045803458,0.006913828,-0.0029105,0.05,-1.54,0.011399973,0.036590388,-0.073925,-0.091775
2007/1/12,1,0,0,-0.002177771,-0.011792218,-0.0080568,0,-1.498,0.0026831,-0.00796564,0.10895,0.233225
2007/1/19,0,1,0,0.030757417,-0.001988822,-0.0080325,-0.01,-1.414,-0.005999537,-0.008400839,0.1187,0.134675
2007/1/26,1,0,0,0.042896914,-0.044799839,-0.0155405,0.11,-1.127,0.014104401,0.012634784,0.010525,0.0258
2007/2/2,0,0,1,-0.07775313,-0.004700663,-0.0111017,-0.13,-1.316,-0.009180744,-0.010953133,0.160675,0.095475
2007/2/9,1,0,0,-0.040034245,0.022234604,-0.0078399,0.01,-1.498,0.002588591,-0.000514915,-0.0008,-0.04215
2007/2/16,0,1,0,0.039453009,0.029823241,-0.0031801,-0.13,-1.52,-0.000195374,-0.005076153,0.023225,-0.0194
2007/2/23,1,0,0,0.050539304,-0.141722956,0.0028104,0.02,-0.834,0.003307337,-0.014068887,0.01685,-0.04265
2007/3/2,0,0,1,0.174814296,0.124071301,0.008157,0.19,-0.807,0.015723185,0.048024704,0.0333,-0.13545
2007/3/9,1,0,0,-0.05789857,-0.023224829,0.013535,-0.02,-0.893,-0.006957415,-0.009415436,0.218275,0.2668
2007/3/16,0,0,1,0.017393443,0.020193105,0.0136144,0.05,-0.919,0.003348779,0.017326549,0.08145,0.1456
2007/3/23,1,0,0,-0.047385508,0.012269295,0.0142501,-0.14,-1.103,-0.015398873,-0.038729803,0.08635,0.238775
2007/3/30,0,0,1,-0.006018418,0.042059463,0.0091436,0.06,-1.282,0.002544681,0.007051045,-0.1274,-0.1221
2007/4/6,1,0,0,-0.051721622,-0.056118898,0.0078004,-0.04,-1.198,-0.007321249,-0.019826857,-0.091175,-0.1018
2007/4/13,0,1,0,0.000807754,-0.011296013,0.0019161,-0.06,-1.153,0.002265829,0.006977829,-0.1263,-0.201175
2007/4/20,0,1,0,0.044851839,0.013768676,0.003945,-0.18,-1.088,-0.001965334,-0.019119429,-0.054875,-0.089575
2007/4/27,1,0,0,0.030346502,-0.011690222,-0.0063214,-0.01,-0.961,-0.006136893,-0.000922241,-0.0265,-0.14345
2007/5/4,0,0,1,0.033344043,-0.017702879,-0.0029923,-0.08,-0.801,-0.004000446,-0.018121157,-0.08115,-0.1059
2007/5/11,0,1,0,-0.027224046,-0.008063861,-0.0035876,0.03,-0.85,-0.00800927,0.000836832,-0.08865,-0.1742
2007/5/18,0,1,0,-0.027524239,-0.00340999,-0.0029057,-0.03,-0.915,-0.000194498,0.010023098,-0.14855,-0.113625
2007/5/25,1,0,0,-0.011869111,0.022309208,-0.0013232,0.05,-1.029,-0.001728264,0.00892806,-0.09535,0.021775
2007/6/1,1,0,0,-0.056990797,0.05430155,0.0006938,-0.07,-1.386,-0.007038433,0.00039529,-0.064025,0.09935
2007/6/8,0,0,1,0.014070155,0.059657143,0.003322,0.22,-1.585,0.017759663,0.016672648,-0.101075,0.0993
2007/6/15,1,0,0,-0.037334776,-0.002540504,0.0058252,-0.05,-1.671,-0.012922806,-0.010659522,0.136525,0.1838
2007/6/22,0,0,1,0.064959049,0.063386035,0.0103669,0.1,-1.773,0.005857467,0.000867424,-0.028225,0.0443
2007/6/29,0,0,1,-0.001809545,0.038909978,0.0144025,-0.05,-1.95,-0.003510915,-0.016923166,0.045425,0.024125
2007/7/6,0,1,0,-0.049588337,-0.05443908,0.0232029,-0.06,-1.831,-0.004014189,-0.008899343,-0.002675,-0.108625
2007/7/13,0,1,0,0.029962249,0.016193214,0.0316763,-0.12,-1.826,-0.001179985,-0.005036348,-0.06515,-0.152975
2007/7/20,1,0,0,0.05046491,0.04318794,0.0492552,0.01,-1.886,0.002654294,-0.01012612,-0.038075,-0.12505
2007/7/27,1,0,0,0.12575752,0.106841409,0.0561849,0.3,-2.036,0.019683358,0.02992293,-0.001675,-0.142375
2007/8/3,1,0,0,0.031385599,0.026700124,0.0754225,0.04,-2.076,-0.001635571,0.001616134,0.22955,0.139625
2007/8/10,1,0,0,0.002372442,-0.019953029,0.0820406,0.01,-1.964,1.89E-05,0.005791279,0.164525,0.140875
2007/8/17,0,0,1,0.082239334,0.048238778,0.0851617,0.06,-1.951,0.006846493,0.021207568,0.1112,0.1531
2007/8/24,0,1,0,-0.049804631,-0.038621664,0.0799112,-0.17,-1.914,-0.007273257,-0.024322969,0.13055,0.259975
2007/8/31,1,0,0,0.04523415,0.056335305,0.0650991,0,-2.058,0.001786561,-0.00375985,-0.01765,-0.019575
2007/9/7,0,0,1,0.078449794,0.048718887,0.0393593,0.01,-2.057,0.009781026,0.014293995,0.0079,-0.054575
2007/9/14,0,1,0,-0.03291408,-0.045879725,0.0165496,-0.12,-1.915,-0.002116913,-0.015779858,0.11085,0.04905
2007/9/21,1,0,0,0.007319202,-0.01134015,-0.0080537,-0.17,-1.827,-0.015255449,-0.021934767,0.057275,-0.078275
2007/9/28,1,0,0,0.021574491,-0.020313396,-0.0298307,-0.06,-1.64,-0.002566894,-0.019793771,-0.116225,-0.179775
2007/10/5,1,0,0,-0.017179592,-0.029987725,-0.0386378,-0.1,-1.544,-0.008200973,-0.010080037,-0.12765,-0.26835
2007/10/12,0,1,0,-0.057199321,0.026184126,-0.0386001,-0.02,-1.884,-0.004467042,-0.006602922,-0.18795,-0.261425
2007/10/19,1,0,0,0.134919698,0.101115496,-0.0231112,0.09,-1.96,0.001393233,0.004921763,-0.159425,-0.18705
2007/10/26,0,0,1,0.005592841,-0.007322284,-0.0123557,-0.15,-1.896,-0.009130543,-0.047759858,-0.06085,-0.051725
2007/11/2,0,1,0,0.040147968,0.036655848,0.0177186,0.01,-1.952,-0.004355271,0.008259381,-0.121025,-0.31515
2007/11/9,1,0,0,0.080006964,0.061059117,0.038853,0.18,-1.995,0.017869959,0.00859104,-0.112775,-0.16145
2007/11/16,1,0,0,0.032031502,0.042145292,0.0621656,0.04,-2.123,0.003302378,0.012601805,0.124975,-0.035825
2007/11/23,0,0,1,0.065533168,0.039774706,0.0714972,0.06,-2.092,0.003393465,0.016966202,0.14505,0.0918
2007/11/30,0,1,0,0.000816686,0.012071526,0.0781024,-0.1,-2.171,-0.005322748,-0.006029108,0.1613,0.23805
2007/12/7,1,0,0,-0.028100349,-0.015150425,0.0675559,0.04,-2.2,-0.00945621,-0.016957096,0.04825,0.119725
2007/12/14,0,0,1,-0.039311087,-0.030328707,0.0552269,0.22,-2.175,0.000914964,0.026811652,-0.106075,-0.047525
2007/12/21,0,1,0,0.031418071,0.017506855,0.036185,-0.13,-2.151,-0.001856979,0.018723853,-0.07355,0.12535
2007/12/28,1,0,0,0.023790901,0.012956053,0.0162198,-0.03,-2.129,0.007090747,-0.032549412,-0.064725,0.2219
2008/1/4,1,0,0,0.082956644,0.052608499,-0.0015898,0.16,-2.098,0.001536202,0.007546323,0.05225,-0.042725
2008/1/11,1,0,0,0.028591025,0.026787946,-0.0082725,0.1,-2.145,0.001142356,-0.017897865,0.0766,0.015225
2008/1/18,1,0,0,0.02152832,0.027725558,-0.0060727,0.27,-2.237,-0.004134827,0.040975856,0.07055,-0.1416
2008/1/25,1,0,0,-0.01598314,0.02162155,-0.010471,-0.07,-2.487,-0.001179107,0.012600234,0.0059,0.1826
2008/2/1,1,0,0,0.006500891,0.014594497,0.0132276,-0.28,-2.566,-0.008803363,0.027424678,-0.019925,0.276675
2008/2/8,0,0,1,-0.004199228,0.018625024,0.0219411,0.32,-2.735,-0.005040621,0.055097868,-0.107925,0.402175
2008/2/15,1,0,0,0.007847661,0.001308705,0.0449934,0,-2.704,-0.000755421,-0.016519244,-0.126675,0.708475
2008/2/22,0,0,1,0.011520348,-0.013144628,0.0592388,-0.03,-2.537,0.000529805,0.005990493,-0.0842,0.3353
2008/2/29,1,0,0,0.063085456,0.050592197,0.0724354,-0.05,-2.598,-0.006352176,0.011371067,-0.034275,0.2373
2008/3/7,0,0,1,0.005234506,0.012005955,0.0720042,0.17,-2.668,0.009120191,0.023077753,-0.0626,0.1923
2008/3/14,0,0,1,0.00956398,0.004401367,0.073262,-0.07,-2.65,-0.006021419,-0.012968789,0.0688,0.2696
2008/3/21,0,1,0,-0.022540103,-0.013831308,0.0527046,-0.17,-2.664,-0.004809903,0.028001755,-0.000475,0.119475
2008/3/28,0,0,1,-0.005540702,-0.006048484,0.0305142,0.09,-2.645,-0.004011485,-0.00511554,-0.042575,0.29285
2008/4/4,1,0,0,-0.025505421,-0.020268235,-0.0047444,-0.22,-2.621,-0.013015061,-0.035040008,-0.06215,0.153025
2008/4/11,1,0,0,0.025192849,0.008953939,-0.0306522,0.11,-2.555,-0.003877606,-0.008531528,-0.1856,-0.1936
2008/4/18,1,0,0,-0.041375281,-0.047261468,-0.0466489,-0.13,-2.401,-0.005762657,-0.006220561,-0.15335,-0.21015
2008/4/25,1,0,0,-0.019650574,-0.03651671,-0.0749536,0.01,-2.222,-0.002733068,-0.023498079,-0.147,-0.21795
2008/5/2,0,0,1,-0.00139407,-0.004568272,-0.0758426,-0.11,-2.195,-0.000929983,-0.006202897,-0.105675,-0.289275
2008/5/9,1,0,0,0.047181558,0.02802903,-0.0729082,0.07,-2.155,0.008503295,0.018229723,-0.048375,-0.19165
2008/5/16,1,0,0,-0.025491362,0.04756096,-0.0566155,-0.13,-2.663,-0.016896166,-0.036092837,0.07755,0.0336
2008/5/23,1,0,0,0.010056568,0.033496853,-0.0368538,0.13,-2.879,-0.001797492,0.025534201,-0.09625,-0.2059
2008/5/30,0,1,0,-0.045554376,0.069053555,-0.0103204,0,-3.704,-0.006769379,-0.011022641,-0.0824,0.07885
2008/6/6,0,0,1,0.068975436,0.032481584,0.0132695,0.1,-3.634,0.002591702,0.032488815,-0.123975,-0.0082
2008/6/13,0,0,1,-0.051878162,-0.066589927,0.0347721,0.14,-3.31,-0.00170563,0.027032397,-0.0542,0.2506
2008/6/20,0,0,1,-0.002100125,0.013483957,0.0470951,0.09,-3.437,-0.009518373,-0.016141818,-0.011925,0.44615
2008/6/27,1,0,0,0.119428171,0.045676305,0.049954,0.08,-3.205,0.001012193,-0.011528666,-0.089875,0.173075
2008/7/4,0,0,1,0.011551099,-0.002942081,0.0418844,0.1,-3.11,0.00310606,-0.025283791,-0.038525,0.0187
2008/7/11,0,0,1,-0.0066305,-0.020435127,0.0306441,0.04,-2.964,-0.00525598,-0.011355998,0.012275,-0.240625
2008/7/18,0,0,1,-0.00884911,-0.074464976,0.017604,-0.02,-2.354,-0.012074076,-0.008865981,-0.02425,-0.27735
2008/7/25,1,0,0,-0.018009285,-0.03399196,-0.0150217,0.05,-2.18,-0.00880444,-0.003503969,-0.120075,-0.2192
2008/8/1,0,1,0,0.04552854,-0.042379061,-0.0242796,-0.02,-1.58,-0.017328242,-0.052122017,-0.17515,-0.13475
2008/8/8,0,1,0,-0.002087026,0.002546834,-0.0256146,0.01,-1.612,0.020933775,0.067398826,-0.28965,-0.42665
2008/8/15,1,0,0,-0.003718027,-0.023098983,-0.017006,0.02,-1.458,0.001777425,0.015224391,0.031225,0.21855
2008/8/22,0,1,0,-0.005864419,0.003458306,0.0042665,0.01,-1.519,-0.005241265,-0.026690911,0.094425,0.3321
2008/8/29,1,0,0,-0.007708937,-0.011487958,0.0473482,0.09,-1.479,0.012849763,0.001639771,0.050525,0.072475
2008/9/5,1,0,0,0.002398203,0.040837286,0.0871563,0.21,-1.767,0.015673551,0.030989925,0.180975,0.077975
2008/9/12,1,0,0,0.021077283,-0.007387404,0.1377747,0.01,-1.585,0.011512837,0.00184466,0.26795,0.213975
2008/9/19,1,0,0,-0.00499967,-0.012334214,0.1802089,0.02,-1.521,0.005234283,-0.010655596,0.3244,0.18765
2008/9/26,1,0,0,-0.020281587,-0.019109799,0.2232421,0.26,-1.499,0.011063683,0.018886185,0.286425,0.086225
2008/10/3,1,0,0,0.073292935,0.072770967,0.2194188,0.77,-1.605,0.041015179,0.04721749,0.28695,0.19045
2008/10/10,0,0,1,0.001103962,-0.036119711,0.2228125,1.43,-1.311,0.150090221,0.107771291,0.62985,0.499675
2008/10/17,1,0,0,0.017391852,0.032302711,0.2015124,-0.05,-1.448,-0.018902577,0.053849321,2.26905,1.3481
2008/10/24,0,0,1,0.173051315,0.15792669,0.1633234,0.65,-1.579,0.03543566,0.10764004,1.427425,1.521775
2008/10/31,0,0,1,-0.126296893,-0.111504347,0.1245844,-0.46,-1.515,-0.045212015,-0.135673666,1.38125,2.161025
2008/11/7,1,0,0,0.033570026,-0.04275879,0.1050486,0.04,-0.945,-0.003366047,0.036937158,0.17375,-0.006525
2008/11/14,1,0,0,0.064637783,0.034830855,0.0757194,0.42,-0.774,0.018100515,-0.006115021,-0.242975,0.06075
